i,type,avg_length,avg_reward,avg_vc,avg_js_dist
5,mdft,4.49,-1.37,0.16,[0.29577218]
5,mdft,4.605,-10.415,0.34,[0.30175843]
5,mdft,5.715,-6.48,0.24,[0.41196015]
5,mdft,10.025,-17.965,0.385,[0.32423142]
5,mdft,10.39,-196.895,4.01,[0.35101736]
5,mdft,8.97,-55.28,1.155,[0.3999161]
5,mdft,6.565,-24.95,0.6,[0.34803868]
5,mdft,3.25,-43.645,1.03,[0.4168314]
5,mdft,4.44,-7.325,0.28,[0.17188128]
5,mdft,13.36,-121.665,2.47,[0.33620001]
5,mdft,4.55,-4.82,0.23,[0.26009233]
5,mdft,6.74,-48.8,1.08,[0.30002362]
5,mdft,3.52,-197.015,4.135,[0.396663]
5,mdft,4.95,-54.37,1.215,[0.27717889]
5,mdft,5.78,-18.38,0.48,[0.28574747]
5,mdft,3.355,-1.01,0.175,[0.19156176]
5,mdft,5.155,-132.595,2.805,[0.26912225]
5,mdft,7.335,-87.275,1.88,[0.39811604]
5,mdft,4.675,-1.35,0.155,[0.29250897]
5,mdft,6.645,0.43,0.08,[0.45639792]
5,mdft,3.22,-0.13,0.16,[0.17984639]
5,mdft,9.98,-134.72,2.75,[0.25229364]
5,mdft,6.705,-25.035,0.595,[0.25273701]
5,mdft,5.605,-40.445,0.945,[0.52839166]
5,mdft,5.615,-9.49,0.3,[0.33174682]
5,mdft,3.395,-0.355,0.16,[0.25871067]
5,mdft,5.69,-50.955,1.13,[0.33327]
5,mdft,3.385,-47.325,1.12,[0.22997033]
5,mdft,17.86,-136.225,2.74,[0.26819475]
5,mdft,7.98,-33.255,0.74,[0.34272914]
5,mdft,10.63,-70.815,1.45,[0.34158402]
5,mdft,4.445,-3.265,0.2,[0.48082349]
5,mdft,3.315,6.46,0.025,[0.40824969]
5,mdft,8.83,-26.065,0.575,[0.29285581]
5,mdft,4.585,-10.345,0.34,[0.29721824]
5,mdft,8.885,-60.46,1.26,[0.32438896]
5,mdft,9.875,-47.365,0.975,[0.33911311]
5,mdft,4.58,-11.325,0.36,[0.21046236]
5,mdft,3.3,1.495,0.125,[0.37536036]
5,mdft,3.32,-4.57,0.25,[0.30253252]
5,mdft,6.185,-76.645,1.645,[0.39757814]
5,mdft,6.06,-66.04,1.44,[0.40005997]
5,mdft,7.855,-42.645,0.92,[0.36366709]
5,mdft,3.33,3.255,0.09,[0.29916291]
5,mdft,10.57,-109.605,2.225,[0.25965887]
5,mdft,4.565,-96.105,2.075,[0.41922215]
5,mdft,11.46,-148.435,3.02,[0.30434736]
5,mdft,4.655,-12.62,0.43,[0.20303367]
5,mdft,5.58,-17.15,0.46,[0.39777857]
5,mdft,6.565,-10.36,0.3,[0.29419269]
5,mdft,5.68,-0.855,0.125,[0.25945217]
5,mdft,37.93,-235.595,4.31,[0.36527559]
5,mdft,4.46,5.56,0.02,[0.43651723]
5,mdft,4.67,-150.285,3.175,[0.34682892]
5,mdft,5.57,-144.96,3.045,[0.51112072]
5,mdft,6.72,-81.56,1.735,[0.32751495]
5,mdft,4.435,-18.845,0.515,[0.37588505]
5,mdft,6.805,-5.125,0.19,[0.36253172]
5,mdft,4.465,-0.33,0.14,[0.37417733]
5,mdft,5.59,-15.665,0.43,[0.36565914]
5,mdft,3.405,-42.54,1.005,[0.41061013]
5,mdft,3.435,-4.555,0.255,[0.34779597]
5,mdft,8.83,-18.435,0.42,[0.45169047]
5,mdft,3.49,-1.31,0.18,[0.21935619]
5,mdft,4.475,4.56,0.04,[0.40984777]
5,wrl,4.2,-15.985,0.46,[0.41212728]
5,wrl,8.01,-16.875,0.405,[0.31304019]
5,wrl,4.6,-10.26,0.34,[0.30007331]
5,wrl,8.445,-24.41,0.55,[0.43245868]
5,wrl,8.725,-106.56,2.285,[0.67983993]
5,wrl,7.065,-61.44,1.33,[0.34665385]
5,wrl,4.61,-0.245,0.135,[0.38258986]
5,wrl,5.625,-19.86,0.515,[0.3932275]
5,wrl,4.7,-16.36,0.46,[0.26244613]
5,wrl,6.44,-34.465,0.785,[0.42428603]
5,wrl,4.57,-116.325,2.49,[0.34010184]
5,wrl,4.36,-15.21,0.5,[0.28491183]
5,wrl,8.45,-63.275,1.34,[0.27337507]
5,wrl,6.345,-21.245,0.685,[0.41485937]
5,wrl,7.685,-9.455,0.26,[0.2822374]
5,wrl,5.275,-23.58,0.59,[0.34263268]
5,wrl,4.08,-26.895,0.69,[0.36198931]
5,wrl,9.63,-74.615,1.55,[0.28872709]
5,wrl,3.42,-12.51,0.41,[0.37559656]
5,wrl,6.905,-86.835,1.84,[0.36877281]
5,wrl,8.845,-74.715,1.56,[0.3932563]
5,wrl,6.65,-150.065,3.14,[0.43018324]
5,wrl,4.77,-7.745,0.285,[0.21619733]
5,wrl,15.18,-82.175,1.585,[0.33392257]
5,wrl,9.035,-23.765,0.525,[0.44506972]
5,wrl,9.43,-74.075,1.535,[0.38684169]
5,wrl,6.115,-79.765,1.775,[0.27528421]
5,wrl,9.205,-146.97,3.01,[0.32012386]
5,wrl,3.56,1.31,0.125,[0.23681216]
5,wrl,4.655,-110.88,2.355,[0.22592158]
5,wrl,6.69,-26.2,0.67,[0.28066741]
5,wrl,8.24,-18.105,0.425,[0.34647867]
5,wrl,3.535,-15.635,0.47,[0.50263335]
5,wrl,9.265,-134.06,2.755,[0.36961784]
5,wrl,4.99,-24.515,0.615,[0.32395572]
5,wrl,4.58,-5.37,0.24,[0.29577218]
5,wrl,4.485,-8.065,0.295,[0.30175843]
5,wrl,6.08,-14.935,0.405,[0.41196015]
5,wrl,10.17,-41.66,0.865,[0.32423142]
5,wrl,11.865,-160.33,3.235,[0.35101736]
5,wrl,9.17,-62.755,1.305,[0.3999161]
5,wrl,7.25,-42.54,0.985,[0.34803868]
5,wrl,3.885,-20.185,0.55,[0.4168314]
5,wrl,4.59,-12.615,0.385,[0.17188128]
5,wrl,16.14,-139.41,2.8,[0.33620001]
5,wrl,4.585,-5.345,0.24,[0.26009233]
5,wrl,6.8,-48.18,1.065,[0.30002362]
5,wrl,4.27,-144.42,3.065,[0.396663]
5,wrl,5.505,-58.41,1.29,[0.27717889]
5,wrl,6.025,-17.86,0.465,[0.28574747]
5,wrl,3.32,-2.695,0.21,[0.19156176]
5,wrl,5.055,-146.47,3.09,[0.26912225]
5,wrl,9.035,-100.935,2.11,[0.39811604]
5,wrl,4.565,-6.37,0.26,[0.29250897]
5,wrl,6.995,-18.535,0.46,[0.45639792]
5,wrl,3.35,-3.495,0.225,[0.17984639]
5,wrl,10.5,-122.395,2.49,[0.25229364]
5,wrl,6.67,-30.17,0.7,[0.25273701]
5,wrl,6.395,-35.09,0.825,[0.52839166]
5,wrl,5.915,-7.76,0.26,[0.33174682]
5,wrl,3.39,-10.94,0.375,[0.25871067]
5,wrl,6.495,-35.455,0.805,[0.33327]
5,wrl,3.65,-48.405,1.135,[0.22997033]
5,wrl,18.05,-174.865,3.7,[0.26819475]
5,wrl,7.82,-21.35,0.5,[0.34272914]
5,wrl,11.44,-70.62,1.425,[0.34158402]
5,wrl,4.615,-8.82,0.31,[0.48082349]
5,wrl,3.34,6.925,0.015,[0.40824969]
5,wrl,8.98,-51.335,1.085,[0.29285581]
5,wrl,4.865,-20.925,0.55,[0.29721824]
5,wrl,9.25,-61.96,1.29,[0.32438896]
5,wrl,9.71,-54.215,1.12,[0.33911311]
5,wrl,4.655,-11.92,0.37,[0.21046236]
5,wrl,3.49,-0.885,0.17,[0.37536036]
5,wrl,3.515,-18.26,0.525,[0.30253252]
5,wrl,7.625,-32.445,0.725,[0.39757814]
5,wrl,6.825,-88.21,1.875,[0.40005997]
5,wrl,8.045,-41.985,0.905,[0.36366709]
5,wrl,3.395,-6.865,0.295,[0.29916291]
5,wrl,10.39,-114.055,2.32,[0.25965887]
5,wrl,6.055,-92.365,1.975,[0.41922215]
5,wrl,12.905,-110.85,2.215,[0.30434736]
5,wrl,4.59,-8.12,0.33,[0.20303367]
5,wrl,5.705,-8.705,0.285,[0.39777857]
5,wrl,7.125,-33.125,0.75,[0.29419269]
5,wrl,5.88,-5.43,0.215,[0.25945217]
5,wrl,18.49,-230.585,4.585,[0.36527559]
5,wrl,4.555,2.275,0.085,[0.43651723]
5,wrl,4.94,-141.72,2.995,[0.34682892]
5,wrl,5.72,-162.62,3.415,[0.51112072]
5,wrl,6.89,-70.285,1.505,[0.32751495]
5,wrl,4.58,-18.965,0.515,[0.37588505]
5,wrl,7.09,-11.045,0.305,[0.36253172]
5,wrl,4.61,-6.365,0.26,[0.37417733]
5,wrl,5.555,-22.29,0.565,[0.36565914]
5,wrl,3.975,-15.535,0.455,[0.41061013]
5,wrl,3.505,-18.09,0.57,[0.34779597]
5,wrl,9.025,-22.54,0.5,[0.45169047]
5,wrl,3.465,-1.53,0.185,[0.21935619]
5,wrl,4.61,-7.9,0.29,[0.40984777]
6,mdft,3.35,-39.265,0.94,[0.34070567]
6,mdft,7.95,-10.675,0.28,[0.35445551]
6,mdft,4.595,-22.995,0.6,[0.31370446]
6,mdft,7.885,-9.645,0.26,[0.42865698]
6,mdft,8.605,-50.31,1.105,[0.68673802]
6,mdft,5.095,-80.165,1.745,[0.30933375]
6,mdft,4.475,1.83,0.095,[0.32294289]
6,mdft,5.76,-1.375,0.135,[0.450294]
6,mdft,4.565,-4.72,0.225,[0.31979818]
6,mdft,5.51,-84.415,1.8,[0.37482504]
6,mdft,4.515,-133.43,2.83,[0.31559379]
6,mdft,3.47,-52.615,1.285,[0.37227109]
6,mdft,7.925,-66.91,1.425,[0.30171671]
6,mdft,5.575,-50.725,1.31,[0.40545305]
6,mdft,7.59,-15.98,0.395,[0.32473238]
6,mdft,4.52,-41.885,0.97,[0.27664251]
6,mdft,3.545,-38.36,0.935,[0.29508052]
6,mdft,9.19,-93.38,1.94,[0.27740095]
6,mdft,3.365,-0.695,0.17,[0.41219313]
6,mdft,5.575,-96.995,2.07,[0.38393451]
6,mdft,7.72,-60.435,1.295,[0.38253482]
6,mdft,6.595,-120.53,2.545,[0.46631484]
6,mdft,4.8,-4.105,0.21,[0.24796439]
6,mdft,11.95,-108.145,2.17,[0.35146091]
6,mdft,8.91,-35.15,0.76,[0.4391554]
6,mdft,8.94,-80.985,1.68,[0.40893998]
6,mdft,5.57,-101.165,2.165,[0.3325377]
6,mdft,8.895,-141.715,2.905,[0.35462936]
6,mdft,3.53,2.56,0.1,[0.23053657]
6,mdft,4.535,-99.98,2.135,[0.29363945]
6,mdft,6.795,-36.405,0.825,[0.31410957]
6,mdft,7.79,-9.805,0.265,[0.35983295]
6,mdft,3.365,0.685,0.14,[0.49034698]
6,mdft,9.105,-146.965,3.02,[0.44375071]
6,mdft,4.195,-44.665,1.035,[0.24389168]
6,mdft,4.58,0.03,0.13,[0.26679863]
6,mdft,4.625,-11.43,0.36,[0.28001567]
6,mdft,5.67,-3.005,0.17,[0.42469017]
6,mdft,8.29,-105.38,2.195,[0.37151075]
6,mdft,9.775,-257.52,5.255,[0.31254646]
6,mdft,8.96,-50.14,1.05,[0.40047157]
6,mdft,5.84,-82.605,1.79,[0.37457361]
6,mdft,3.34,-41.705,0.99,[0.34425741]
6,mdft,4.47,-4.355,0.22,[0.24846184]
6,mdft,12.62,-164.8,3.38,[0.34648971]
6,mdft,4.55,-2.86,0.19,[0.28380929]
6,mdft,6.78,-51.12,1.125,[0.30644864]
6,mdft,3.46,-199.46,4.185,[0.29265833]
6,mdft,4.61,-50.85,1.15,[0.31318259]
6,mdft,5.56,-12.525,0.365,[0.3050081]
6,mdft,3.4,-5.25,0.26,[0.24500069]
6,mdft,4.68,-159.605,3.365,[0.3023034]
6,mdft,6.98,-100.77,2.13,[0.40752789]
6,mdft,4.64,2.66,0.075,[0.30881708]
6,mdft,6.585,0.495,0.08,[0.41931826]
6,mdft,3.48,-1.395,0.18,[0.18022498]
6,mdft,8.405,-185.355,3.815,[0.21763975]
6,mdft,6.485,-18.16,0.46,[0.27634177]
6,mdft,5.57,-41.895,0.965,[0.5259442]
6,mdft,5.615,-12.24,0.355,[0.30617387]
6,mdft,3.395,-2.335,0.2,[0.2840459]
6,mdft,5.705,-48.965,1.09,[0.29232775]
6,mdft,3.44,-46.64,1.105,[0.21425051]
6,mdft,15.22,-215.255,4.64,[0.31577297]
6,mdft,7.88,-67.455,1.44,[0.44495386]
6,mdft,10.0,-113.215,2.325,[0.36818506]
6,mdft,4.54,0.575,0.12,[0.45790737]
6,mdft,3.255,6.52,0.025,[0.42094139]
6,mdft,8.775,-27.24,0.6,[0.31902671]
6,mdft,4.54,-7.86,0.29,[0.33884626]
6,mdft,9.095,-63.06,1.31,[0.33833537]
6,mdft,9.685,-58.285,1.205,[0.3659312]
6,mdft,4.505,-8.25,0.3,[0.20285969]
6,mdft,3.33,0.96,0.135,[0.38436369]
6,mdft,3.415,-5.89,0.275,[0.36446517]
6,mdft,5.325,-112.895,2.4,[0.3993946]
6,mdft,4.585,-141.665,3.0,[0.42508252]
6,mdft,7.97,-43.945,0.945,[0.38271784]
6,mdft,3.33,2.03,0.115,[0.31743303]
6,mdft,7.945,-159.205,3.29,[0.2383463]
6,mdft,4.51,-102.045,2.195,[0.3771154]
6,mdft,9.785,-220.83,4.52,[0.34143501]
6,mdft,4.52,-7.3,0.305,[0.2564025]
6,mdft,5.68,-85.895,1.86,[0.57343923]
6,mdft,6.645,-13.665,0.365,[0.34293175]
6,mdft,5.54,0.045,0.115,[0.23872832]
6,mdft,34.195,-298.555,5.63,[0.42723986]
6,mdft,4.565,3.0,0.07,[0.43958928]
6,mdft,4.56,-155.35,3.28,[0.31561694]
6,mdft,5.6,-148.49,3.115,[0.4861729]
6,mdft,6.75,-92.225,1.95,[0.3476615]
6,mdft,4.605,-16.81,0.47,[0.39358168]
6,mdft,6.88,-6.67,0.22,[0.32323706]
6,mdft,4.485,-0.855,0.15,[0.3668569]
6,mdft,5.54,-53.555,1.2,[0.41297511]
6,mdft,3.385,-40.5,0.965,[0.33931593]
6,mdft,3.33,0.235,0.165,[0.42363215]
6,mdft,8.955,-29.33,0.64,[0.46458059]
6,mdft,3.465,-5.45,0.265,[0.20985952]
6,mdft,4.435,3.87,0.055,[0.39392521]
6,wrl,3.72,-28.48,0.72,[0.34070567]
6,wrl,8.225,-23.45,0.535,[0.35445551]
6,wrl,4.61,-15.425,0.445,[0.31370446]
6,wrl,8.23,-24.685,0.56,[0.42865698]
6,wrl,8.455,-150.475,3.215,[0.68673802]
6,wrl,6.01,-85.225,1.83,[0.30933375]
6,wrl,4.71,-2.555,0.18,[0.32294289]
6,wrl,5.625,-30.64,0.735,[0.450294]
6,wrl,4.785,-25.275,0.64,[0.31979818]
6,wrl,6.115,-60.08,1.305,[0.37482504]
6,wrl,4.615,-129.23,2.75,[0.31559379]
6,wrl,4.015,-32.795,0.95,[0.37227109]
6,wrl,8.02,-73.6,1.56,[0.30171671]
6,wrl,6.13,-39.46,1.005,[0.40545305]
6,wrl,7.43,-26.205,0.605,[0.32473238]
6,wrl,4.94,-31.45,0.755,[0.27664251]
6,wrl,3.9,-36.77,0.895,[0.29508052]
6,wrl,9.555,-97.98,2.025,[0.27740095]
6,wrl,3.545,-20.475,0.57,[0.41219313]
6,wrl,6.365,-109.45,2.31,[0.38393451]
6,wrl,8.295,-77.11,1.62,[0.38253482]
6,wrl,6.76,-165.94,3.46,[0.46631484]
6,wrl,4.86,-10.53,0.34,[0.24796439]
6,wrl,12.24,-150.315,3.035,[0.35146091]
6,wrl,8.825,-23.305,0.52,[0.4391554]
6,wrl,9.18,-76.21,1.585,[0.40893998]
6,wrl,5.74,-90.255,2.015,[0.3325377]
6,wrl,9.07,-162.685,3.33,[0.35462936]
6,wrl,3.66,-1.25,0.175,[0.23053657]
6,wrl,4.535,-143.475,3.015,[0.29363945]
6,wrl,6.81,-55.585,1.27,[0.31410957]
6,wrl,8.105,-20.685,0.48,[0.35983295]
6,wrl,3.51,-17.6,0.51,[0.49034698]
6,wrl,9.3,-139.505,2.865,[0.44375071]
6,wrl,4.32,-39.915,0.94,[0.24389168]
6,wrl,4.64,-3.955,0.21,[0.26679863]
6,wrl,4.47,-5.575,0.245,[0.28001567]
6,wrl,6.015,-16.34,0.435,[0.42469017]
6,wrl,9.28,-90.705,1.88,[0.37151075]
6,wrl,10.495,-224.245,4.565,[0.31254646]
6,wrl,9.085,-67.615,1.405,[0.40047157]
6,wrl,7.105,-61.155,1.345,[0.37457361]
6,wrl,3.8,-36.185,0.875,[0.34425741]
6,wrl,4.52,-18.965,0.515,[0.24846184]
6,wrl,15.325,-175.75,3.555,[0.34648971]
6,wrl,4.635,-10.295,0.34,[0.28380929]
6,wrl,6.73,-50.065,1.105,[0.30644864]
6,wrl,3.61,-178.115,3.755,[0.29265833]
6,wrl,5.215,-76.89,1.67,[0.31318259]
6,wrl,6.09,-27.535,0.66,[0.3050081]
6,wrl,3.615,-15.835,0.47,[0.24500069]
6,wrl,4.745,-161.12,3.395,[0.3023034]
6,wrl,8.64,-126.71,2.65,[0.40752789]
6,wrl,4.63,-8.89,0.31,[0.30881708]
6,wrl,7.085,-25.02,0.59,[0.41931826]
6,wrl,3.285,-2.44,0.205,[0.18022498]
6,wrl,8.805,-180.34,3.705,[0.21763975]
6,wrl,6.815,-44.355,0.985,[0.27634177]
6,wrl,6.225,-48.74,1.13,[0.5259442]
6,wrl,6.02,-15.29,0.41,[0.30617387]
6,wrl,3.39,-16.12,0.48,[0.2840459]
6,wrl,6.315,-39.52,0.89,[0.29232775]
6,wrl,3.45,-48.915,1.15,[0.21425051]
6,wrl,15.325,-262.67,5.82,[0.31577297]
6,wrl,7.83,-27.23,0.62,[0.44495386]
6,wrl,10.84,-121.35,2.47,[0.36818506]
6,wrl,4.735,-1.825,0.165,[0.45790737]
6,wrl,3.39,7.12,0.01,[0.42094139]
6,wrl,9.045,-62.225,1.305,[0.31902671]
6,wrl,4.65,-24.44,0.625,[0.33884626]
6,wrl,9.335,-65.18,1.355,[0.33833537]
6,wrl,9.46,-65.54,1.36,[0.3659312]
6,wrl,4.47,-9.235,0.32,[0.20285969]
6,wrl,3.345,-1.475,0.185,[0.38436369]
6,wrl,3.46,-26.54,0.695,[0.36446517]
6,wrl,6.49,-77.63,1.665,[0.3993946]
6,wrl,5.95,-124.86,2.635,[0.42508252]
6,wrl,7.905,-57.41,1.22,[0.38271784]
6,wrl,3.38,-11.01,0.38,[0.31743303]
6,wrl,8.225,-163.37,3.37,[0.2383463]
6,wrl,5.38,-104.19,2.225,[0.3771154]
6,wrl,11.64,-175.12,3.56,[0.34143501]
6,wrl,4.6,-16.42,0.495,[0.2564025]
6,wrl,5.555,-11.985,0.355,[0.57343923]
6,wrl,7.11,-37.035,0.83,[0.34293175]
6,wrl,5.85,-7.125,0.255,[0.23872832]
6,wrl,11.88,-281.225,5.695,[0.42723986]
6,wrl,4.66,-1.015,0.15,[0.43958928]
6,wrl,4.655,-151.75,3.205,[0.31561694]
6,wrl,5.87,-170.73,3.575,[0.4861729]
6,wrl,6.72,-75.49,1.615,[0.3476615]
6,wrl,4.47,-11.225,0.36,[0.39358168]
6,wrl,7.18,-16.535,0.415,[0.32323706]
6,wrl,4.53,-11.425,0.365,[0.3668569]
6,wrl,5.62,-28.535,0.69,[0.41297511]
6,wrl,3.825,-29.27,0.735,[0.33931593]
6,wrl,3.43,-28.09,0.77,[0.42363215]
6,wrl,9.0,-21.525,0.48,[0.46458059]
6,wrl,3.54,-1.85,0.19,[0.20985952]
6,wrl,4.685,-5.755,0.245,[0.39392521]
7,mdft,3.385,-41.01,0.975,[0.35280585]
7,mdft,7.98,-16.825,0.405,[0.42599601]
7,mdft,4.59,-40.385,0.955,[0.41391131]
7,mdft,7.645,-6.21,0.195,[0.40511333]
7,mdft,7.89,-122.385,2.59,[0.6592599]
7,mdft,4.565,-106.345,2.28,[0.28562267]
7,mdft,4.555,-0.22,0.135,[0.29007764]
7,mdft,5.61,-0.49,0.12,[0.45981985]
7,mdft,4.465,-10.03,0.335,[0.37260783]
7,mdft,5.605,-83.235,1.775,[0.35573366]
7,mdft,4.515,-133.42,2.825,[0.34492858]
7,mdft,3.43,-50.825,1.23,[0.36442333]
7,mdft,8.025,-63.835,1.36,[0.37991665]
7,mdft,5.445,-47.685,1.21,[0.36245237]
7,mdft,6.67,-46.245,1.03,[0.34380416]
7,mdft,4.365,-40.325,0.94,[0.31122983]
7,mdft,3.36,-40.38,0.98,[0.24689178]
7,mdft,8.895,-94.845,1.975,[0.2813301]
7,mdft,3.395,-2.44,0.205,[0.41742916]
7,mdft,5.6,-103.39,2.2,[0.4307955]
7,mdft,7.945,-70.03,1.485,[0.31689044]
7,mdft,6.805,-133.51,2.805,[0.47443967]
7,mdft,4.69,-2.77,0.185,[0.23655948]
7,mdft,8.185,-189.49,3.905,[0.31770222]
7,mdft,8.955,-80.03,1.675,[0.47541229]
7,mdft,8.995,-75.58,1.57,[0.43172438]
7,mdft,5.57,-95.76,2.065,[0.32343587]
7,mdft,8.95,-148.875,3.05,[0.36457187]
7,mdft,3.405,5.88,0.035,[0.2450048]
7,mdft,4.495,-97.945,2.095,[0.342259]
7,mdft,6.72,-28.225,0.695,[0.28591438]
7,mdft,7.81,-11.805,0.305,[0.35354943]
7,mdft,3.365,0.92,0.135,[0.50554497]
7,mdft,9.125,-146.47,3.01,[0.39581621]
7,mdft,3.495,-43.875,1.045,[0.2746412]
7,mdft,4.535,0.3,0.125,[0.26341308]
7,mdft,4.515,-6.35,0.26,[0.31424951]
7,mdft,5.735,-3.075,0.17,[0.45194151]
7,mdft,5.835,-236.915,4.905,[0.43671713]
7,mdft,8.47,-315.655,6.455,[0.30392584]
7,mdft,8.97,-57.025,1.195,[0.4171154]
7,mdft,5.66,-93.58,2.015,[0.33969165]
7,mdft,3.41,-45.455,1.065,[0.31515642]
7,mdft,4.475,-8.025,0.295,[0.3018456]
7,mdft,10.92,-238.355,4.89,[0.36322929]
7,mdft,4.415,-4.94,0.235,[0.30456947]
7,mdft,6.63,-49.44,1.095,[0.27228978]
7,mdft,3.355,-197.68,4.15,[0.31701542]
7,mdft,4.465,-59.1,1.32,[0.33505973]
7,mdft,5.74,-16.125,0.435,[0.3162577]
7,mdft,3.355,-2.97,0.215,[0.31333081]
7,mdft,4.53,-155.785,3.29,[0.3304193]
7,mdft,6.755,-118.78,2.51,[0.38776711]
7,mdft,4.455,-0.36,0.14,[0.34869691]
7,mdft,6.53,-5.82,0.21,[0.39808569]
7,mdft,3.405,-4.54,0.245,[0.23756656]
7,mdft,8.065,-216.655,4.46,[0.22933938]
7,mdft,6.8,-20.695,0.505,[0.34296972]
7,mdft,5.55,-46.83,1.065,[0.52189338]
7,mdft,5.58,-9.72,0.305,[0.35758374]
7,mdft,3.35,-2.79,0.21,[0.38878379]
7,mdft,5.655,-46.92,1.05,[0.25209447]
7,mdft,3.46,-48.19,1.135,[0.17168987]
7,mdft,11.555,-347.675,7.335,[0.29149946]
7,mdft,7.96,-95.465,2.01,[0.47874831]
7,mdft,9.415,-173.945,3.555,[0.3833875]
7,mdft,4.525,0.59,0.12,[0.46435754]
7,mdft,3.355,6.665,0.02,[0.45686761]
7,mdft,9.045,-46.14,0.98,[0.36838093]
7,mdft,4.425,-1.575,0.165,[0.37483538]
7,mdft,8.655,-56.98,1.195,[0.44477318]
7,mdft,9.05,-83.015,1.73,[0.35204034]
7,mdft,4.57,-7.335,0.28,[0.21340006]
7,mdft,3.305,-2.715,0.21,[0.37146023]
7,mdft,3.365,-27.405,0.715,[0.38133584]
7,mdft,4.555,-146.91,3.11,[0.32184641]
7,mdft,3.775,-191.755,4.025,[0.36450691]
7,mdft,7.765,-49.52,1.07,[0.44501757]
7,mdft,3.37,1.985,0.115,[0.34773413]
7,mdft,6.96,-180.745,3.75,[0.2188566]
7,mdft,3.515,-99.385,2.16,[0.3031315]
7,mdft,8.405,-303.73,6.24,[0.28184358]
7,mdft,4.585,-10.055,0.38,[0.27554512]
7,mdft,5.665,-101.555,2.18,[0.64977977]
7,mdft,6.74,-17.72,0.445,[0.38792944]
7,mdft,5.675,-1.32,0.135,[0.257297]
7,mdft,9.8,-269.75,5.505,[0.39031873]
7,mdft,4.525,2.555,0.08,[0.40509382]
7,mdft,4.565,-156.1,3.295,[0.3319614]
7,mdft,5.505,-141.23,2.97,[0.51043316]
7,mdft,6.665,-76.005,1.625,[0.34889725]
7,mdft,4.585,-13.31,0.4,[0.4133572]
7,mdft,6.925,-7.69,0.24,[0.30650061]
7,mdft,4.58,-3.38,0.2,[0.34615376]
7,mdft,5.67,-91.205,1.955,[0.49293782]
7,mdft,3.38,-40.25,0.96,[0.30942957]
7,mdft,3.565,-5.895,0.275,[0.45501731]
7,mdft,8.805,-61.76,1.305,[0.45427454]
7,mdft,3.475,-4.235,0.24,[0.23458385]
7,mdft,4.48,3.825,0.055,[0.40939109]
7,wrl,3.56,-37.85,0.915,[0.35280585]
7,wrl,8.04,-25.715,0.585,[0.42599601]
7,wrl,4.59,-16.865,0.475,[0.41391131]
7,wrl,8.005,-30.815,0.69,[0.40511333]
7,wrl,7.445,-188.55,4.095,[0.6592599]
7,wrl,5.245,-100.73,2.155,[0.28562267]
7,wrl,4.6,-4.2,0.215,[0.29007764]
7,wrl,5.46,-30.23,0.73,[0.45981985]
7,wrl,4.715,-30.125,0.74,[0.37260783]
7,wrl,5.945,-74.26,1.595,[0.35573366]
7,wrl,4.535,-131.825,2.815,[0.34492858]
7,wrl,3.755,-49.06,1.365,[0.36442333]
7,wrl,7.985,-103.03,2.16,[0.37991665]
7,wrl,5.915,-49.18,1.225,[0.36245237]
7,wrl,6.91,-58.175,1.265,[0.34380416]
7,wrl,4.85,-45.155,1.035,[0.31122983]
7,wrl,3.595,-38.165,0.93,[0.24689178]
7,wrl,9.125,-117.8,2.435,[0.2813301]
7,wrl,3.36,-18.58,0.535,[0.41742916]
7,wrl,6.095,-127.53,2.685,[0.4307955]
7,wrl,8.11,-90.025,1.885,[0.31689044]
7,wrl,6.77,-179.805,3.74,[0.47443967]
7,wrl,4.835,-7.32,0.275,[0.23655948]
7,wrl,9.275,-210.915,4.32,[0.31770222]
7,wrl,8.885,-30.72,0.67,[0.47541229]
7,wrl,9.025,-94.66,1.965,[0.43172438]
7,wrl,5.86,-98.0,2.22,[0.32343587]
7,wrl,9.105,-170.315,3.485,[0.36457187]
7,wrl,3.885,-3.19,0.21,[0.2450048]
7,wrl,4.61,-163.495,3.42,[0.342259]
7,wrl,6.745,-45.19,1.095,[0.28591438]
7,wrl,8.205,-27.405,0.615,[0.35354943]
7,wrl,3.47,-24.94,0.66,[0.50554497]
7,wrl,9.345,-143.75,2.95,[0.39581621]
7,wrl,3.67,-44.14,1.045,[0.2746412]
7,wrl,4.56,-6.805,0.27,[0.26341308]
7,wrl,4.565,-8.12,0.295,[0.31424951]
7,wrl,5.72,-11.63,0.345,[0.45194151]
7,wrl,8.045,-153.69,3.18,[0.43671713]
7,wrl,9.205,-291.175,5.95,[0.30392584]
7,wrl,8.99,-80.92,1.68,[0.4171154]
7,wrl,6.4,-95.455,2.045,[0.33969165]
7,wrl,3.565,-47.585,1.11,[0.31515642]
7,wrl,4.46,-31.01,0.76,[0.3018456]
7,wrl,12.915,-269.53,5.58,[0.36322929]
7,wrl,4.51,-15.57,0.45,[0.30456947]
7,wrl,6.735,-50.755,1.12,[0.27228978]
7,wrl,3.47,-174.05,3.675,[0.31701542]
7,wrl,4.7,-92.315,1.995,[0.33505973]
7,wrl,5.93,-23.685,0.585,[0.3162577]
7,wrl,3.31,-25.655,0.675,[0.31333081]
7,wrl,4.775,-176.365,3.705,[0.3304193]
7,wrl,8.365,-147.065,3.045,[0.38776711]
